CustomerID,Recency,Frequency,Monetary,Cluster
12474,16,18,7375.79,0
12475,53,1,723.3799999999999,0
12476,15,11,6816.42,0
12477,22,6,13219.740000000002,0
12478,3,1,680.9900000000001,0
12479,10,1,527.2,0
12480,27,4,3281.63,0
12481,22,10,5596.320000000001,0
12483,16,8,2484.98,0
12484,32,6,4541.719999999999,0
12488,9,3,1298.6600000000003,0
12489,335,1,334.93,1
12490,4,10,5417.93,0
12491,38,1,460.40000000000003,0
12492,62,2,263.21,0
12493,165,2,433.74,1
12494,15,7,1246.1,0
12497,81,1,1043.1,0
12498,20,3,403.7,0
12500,22,11,4257.820000000001,0
12501,336,1,2169.3900000000003,1
12502,95,5,3723.87,0
12504,17,2,482.04999999999995,0
12506,232,1,73.50000000000001,1
12507,133,3,1304.81,0
12508,25,2,398.27,0
12509,283,1,176.5,1
12510,142,2,982.5699999999999,1
12512,65,2,138.03,0
12513,112,1,612.2900000000001,0
12514,266,1,1017.6800000000001,1
12515,352,1,383.70000000000005,1
12516,77,2,1312.06,0
12517,27,5,2502.84,0
12518,0,5,2056.89,0
12519,63,1,340.84000000000003,0
12520,78,5,2634.26,0
12521,142,1,599.68,1
12522,38,2,192.72000000000003,0
12523,18,11,1789.77,0
12524,8,8,4485.719999999999,0
12526,0,3,1316.6600000000003,0
12527,81,3,348.71000000000004,0
12528,8,6,1933.4800000000002,0
12530,59,4,1662.28,0
12531,14,1,125.22,0
12532,29,1,349.83000000000004,0
12534,130,1,1089.18,0
12535,91,2,716.35,0
12536,42,3,12601.830000000002,0
12538,28,1,363.95,0
12539,21,4,5568.35,0
12540,19,17,13400.24,0
12541,29,3,981.1800000000002,0
12544,35,1,372.70000000000005,0
12545,74,2,1000.39,0
12546,46,2,1161.5,0
12547,197,2,207.8,1
12548,165,1,95.19999999999999,1
12550,78,1,964.83,0
12551,357,1,168.0,1
12552,38,2,437.82,0
12553,7,10,3692.2799999999997,0
12556,49,2,603.7099999999999,0
12557,15,5,11990.96,0
12558,7,1,269.96000000000004,0
12559,310,2,561.7099999999999,1
12560,4,3,2134.01,0
12561,302,1,238.85,1
12562,7,7,3781.7400000000007,0
12564,260,1,456.90000000000003,1
12565,288,1,145.92000000000002,1
12566,85,1,351.65,0
12567,22,10,9401.279999999999,0
12569,1,32,4124.6900000000005,0
12571,39,2,519.61,0
12572,8,2,1020.42,0
12573,226,1,160.54,1
12574,315,1,218.45000000000002,1
12576,35,5,1315.83,0
12577,34,3,657.8,0
12578,20,2,2794.5099999999998,0
12579,77,1,440.41999999999996,0
12580,246,1,415.70000000000005,1
12581,39,1,197.70999999999998,0
12582,238,2,511.3599999999999,1
12583,2,15,7281.379999999999,0
12584,3,9,2338.1500000000005,0
12585,233,2,2040.0999999999997,1
12586,16,1,196.94000000000003,0
12587,7,1,144.0,0
12588,38,1,214.89999999999998,0
12589,28,2,646.6800000000001,0
12590,210,2,9864.26,1
12591,316,1,452.85,1
12592,91,2,437.6,0
12593,108,3,418.0999999999999,0
12594,37,10,3338.2200000000003,0
12596,50,2,618.27,0
12597,18,4,3811.2199999999993,0
12598,9,8,3023.0800000000004,0
12599,28,7,1032.58,0
12600,28,10,2599.04,0
12601,189,5,577.0600000000001,1
12602,58,1,153.12,0
12603,21,1,739.1999999999999,0
12604,78,2,254.17999999999998,0
12607,59,1,1579.51,0
12609,77,3,1126.8500000000001,0
12610,22,5,2099.5400000000004,0
12611,51,1,1193.32,0
12612,73,1,704.04,0
12613,56,5,3344.38,0
12614,277,1,315.59999999999997,1
12615,1,4,2291.1899999999996,0
12616,94,2,713.3,0
12617,28,1,355.53000000000003,0
12618,21,1,177.31,0
12619,15,9,3641.24,0
12620,14,3,1339.41,0
12621,1,20,13689.67,0
12622,231,1,180.10000000000002,1
12623,275,1,305.1,1
12624,105,2,641.13,0
12625,211,2,2683.82,1
12626,22,9,6620.48,0
12627,10,7,4478.530000000001,0
12628,3,3,786.4599999999999,0
12630,9,2,1270.88,0
12631,56,1,640.5,0
12633,58,4,2163.98,0
12635,89,2,1689.18,0
12637,66,8,6021.9,0
12638,32,1,671.69,0
12639,238,1,486.1,1
12640,23,3,1174.58,0
12641,114,1,185.9,0
12642,24,3,1013.26,0
12643,127,6,3344.6399999999994,0
12644,129,1,477.90999999999997,0
12645,33,4,1775.1800000000003,0
12646,4,2,1346.97,0
12647,21,12,3722.82,0
12648,154,1,318.04999999999995,1
12649,106,3,623.51,0
12650,2,1,314.44,0
12651,334,1,114.0,1
12652,330,1,919.98,1
12653,148,2,2209.85,1
12654,10,5,601.9799999999999,0
12656,16,5,4051.17,0
12657,10,4,1643.18,0
12658,18,1,686.05,0
12659,29,1,91.67999999999999,0
12660,10,1,245.10000000000002,0
12662,0,11,3849.7799999999997,0
12664,7,9,4881.88,0
12665,324,1,63.0,1
12667,57,1,620.1300000000001,0
12668,11,4,3807.15,0
12669,150,3,2744.03,1
12670,9,5,2996.0500000000006,0
12672,329,1,225.9,1
12673,4,2,610.52,0
12674,38,4,1970.6000000000001,0
12676,24,6,1331.39,0
12678,41,12,17628.46,0
12679,58,4,1113.02,0
12680,0,4,862.8100000000002,0
12681,14,22,13787.54,0
12682,3,31,12288.220000000001,0
12683,3,15,8476.57,0
12684,7,7,2283.63,0
12685,27,6,2863.08,0
12686,371,1,89.14,1
12688,113,1,4873.8099999999995,0
12689,25,2,1247.61,0
12690,205,1,389.01,1
12691,27,6,1035.8,0
12693,126,4,855.9099999999999,0
12694,69,2,869.67,0
12695,6,4,582.1,0
12697,28,3,957.5899999999999,0
12700,7,4,4939.99,0
12701,79,2,797.71,0
12702,19,1,219.0,0
12703,70,1,283.55,0
12704,6,8,2340.8399999999997,0
12705,14,9,6868.290000000001,0
12707,291,1,603.42,1
12708,29,10,2712.91,0
12709,14,15,9736.52,0
12710,96,3,1149.0200000000002,0
12712,28,13,4396.13,0
12713,0,1,848.55,0
12714,8,5,4708.860000000001,0
12715,105,1,353.85999999999996,0
12716,3,2,1053.4900000000002,0
12717,150,2,1030.98,1
12718,70,1,238.25,0
12719,4,2,644.95,0
12720,2,25,5781.73,0
12721,31,6,2656.13,0
12722,84,4,997.6300000000001,0
12723,3,5,725.0700000000002,0
12724,4,4,1031.4099999999999,0
12725,370,1,427.8,1
12726,27,7,2609.1,0
12727,10,7,3980.7000000000003,0
12728,70,4,836.3299999999999,0
12729,113,1,453.01000000000005,0
12731,23,12,18895.910000000003,0
12732,179,1,236.26000000000005,1
12733,233,1,383.95,1
12734,352,1,110.39999999999999,1
12735,314,2,779.57,1
12736,332,1,234.00000000000003,1
12738,371,1,155.35,1
12739,77,2,1013.0400000000001,0
12740,63,1,427.59999999999997,0
12743,133,2,546.4300000000001,0
12744,51,7,21279.29,0
12747,1,11,4196.009999999999,0
12748,0,210,33719.73,2
12749,3,5,4090.88,0
12750,128,1,275.88,0
12752,80,1,4366.780000000001,0
12753,22,6,21429.39,0
12754,235,3,3010.7400000000007,1
12755,280,2,3811.95,1
12756,86,1,112.08000000000001,0
12757,15,13,7857.1,0
12758,116,2,2791.59,0
12759,51,3,1531.44,0
12762,7,2,1898.5200000000004,0
12763,137,2,494.08000000000004,0
12764,316,1,1693.88,1
12766,3,7,6989.63,0
12769,238,1,1143.6,1
12770,210,1,1351.4499999999998,1
12772,59,1,892.4700000000001,0
12775,16,5,1386.0400000000002,0
12778,19,6,822.23,0
12779,37,8,3981.3599999999997,0
12781,63,2,826.74,0
12782,4,5,2330.9200000000005,0
12783,1,6,2225.91,0
12784,8,2,574.4200000000001,0
12785,363,1,311.95,1
12787,9,3,463.65999999999997,0
12789,64,1,91.85000000000001,0
12790,191,1,324.9200000000001,1
12791,373,1,192.60000000000002,1
12792,256,1,400.53999999999996,1
12793,334,2,545.48,1
12794,52,2,860.41,0
12795,18,1,430.48,0
12797,365,1,254.03,1
12798,9,3,6977.04,0
12802,186,1,427.5799999999999,1
12808,36,3,483.65000000000003,0
12809,177,1,489.31,1
12811,260,3,514.8499999999999,1
12812,44,1,229.64,0
12814,101,1,125.92,0
12815,147,2,1063.46,1
12816,95,2,572.1999999999999,0
12817,280,1,166.04,1
12818,261,1,1542.08,1
12820,2,4,942.34,0
12821,213,1,92.72,1
12822,70,2,948.8800000000002,0
12823,74,5,1759.5,0
12824,59,1,397.11999999999995,0
12826,2,7,1474.72,0
12827,5,3,430.15,0
12828,2,6,1018.71,0
12829,336,2,293.0,1
12830,37,6,6814.640000000001,0
12831,261,1,215.05,1
12832,31,2,383.03000000000003,0
12833,144,1,417.38,1
12834,282,1,312.38,1
12836,58,4,2612.8599999999997,0
12837,172,1,134.1,1
12838,33,2,683.13,0
12839,2,14,5591.42,0
12840,143,4,2726.77,0
12841,4,25,4022.35,0
12842,69,2,1118.99,0
12843,65,8,1702.2600000000002,0
12844,28,2,325.96,0
12845,266,4,354.09000000000003,1
12847,21,1,871.54,0
12849,30,2,1050.8899999999999,0
12851,96,1,135.18,0
12852,294,1,311.55,1
12853,134,6,1957.1000000000004,0
12854,78,3,1324.5000000000002,0
12855,372,1,38.1,1
12856,7,6,2179.93,0
12857,210,2,1106.4,1
12863,51,1,521.2,0
12864,137,1,147.12,0
12865,25,2,1568.23,0
12866,282,1,559.12,1
12867,25,7,4036.8199999999997,0
12868,185,6,1607.0600000000004,1
12871,83,2,380.64000000000004,0
12872,326,2,599.97,1
12873,281,1,374.0,1
12875,142,2,343.2300000000001,1
12876,57,2,2218.020000000001,0
12877,3,12,1535.7700000000002,0
12878,235,2,854.99,1
12879,44,3,573.22,0
12881,275,1,298.0,1
12882,8,2,1463.0399999999997,0
12883,24,4,703.47,0
12884,87,1,309.05000000000007,0
12885,62,3,1175.2199999999998,0
12886,67,2,1378.3999999999999,0
12888,213,2,354.12,1
12890,23,1,380.47,0
12891,185,3,331.0,1
12893,30,1,188.14000000000001,0
12895,41,2,372.8,0
12897,204,2,216.5,1
12901,8,28,17654.539999999997,0
12902,264,1,138.67999999999998,1
12904,17,2,509.58,0
12906,11,5,2919.81,0
12908,175,2,750.0,1
12909,39,5,2178.67,0
12910,22,8,3075.0400000000004,0
12912,2,5,1662.3000000000002,0
12913,4,5,2483.6299999999997,0
12915,148,2,363.65,1
12916,138,4,3006.1499999999996,0
12917,127,1,594.0,0
12919,7,6,1335.19,0
12920,16,1,164.23000000000002,0
12921,8,37,16587.09,0
12922,160,1,405.38,1
12923,63,1,176.97,0
12924,87,4,933.7000000000002,0
12925,4,2,694.05,0
12928,34,5,2062.7,0
12929,311,1,117.85,1
12930,77,2,415.8,0
12931,21,15,42055.96,0
12933,23,3,607.53,0
12935,1,7,2160.7,0
12936,16,4,1063.8999999999999,0
12937,14,4,1504.2700000000002,0
12938,25,1,114.13999999999999,0
12939,63,8,11581.800000000001,0
12940,54,2,913.54,0
12942,130,3,683.9000000000001,0
12944,35,2,604.51,0
12945,287,1,462.95000000000005,1
12947,143,6,1603.99,0
12948,15,7,2064.95,0
12949,30,8,4167.22,0
12950,1,3,1843.0,0
12951,8,6,1064.07,0
12952,5,4,1387.79,0
12953,9,1,329.85,0
12955,0,11,4757.160000000001,0
12956,305,1,108.07,1
12957,9,8,4017.5400000000004,0
12962,6,2,266.39,0
12963,7,8,1856.63,0
12965,88,1,771.91,0
12966,9,1,160.18,0
12967,357,2,1660.9,1
12968,111,1,135.95,0
12970,6,4,452.24000000000007,0
12971,3,86,11189.91,2
12974,197,1,144.8,1
12976,211,1,738.6,1
12977,155,1,39.24,1
12980,157,9,7374.9,0
12981,29,2,372.2199999999999,0
12982,242,1,390.53999999999996,1
12984,18,1,97.5,0
12985,0,2,1239.3799999999999,0
12987,73,2,558.7,0
12988,291,1,535.3200000000002,1
12989,2,15,6924.110000000001,0
12990,30,3,409.5000000000001,0
12991,22,2,503.76000000000005,0
12993,22,4,414.76,0
12994,3,3,974.42,0
12995,84,1,211.32,0
12997,21,4,1226.89,0
12999,195,3,455.88,1
13000,106,3,534.8500000000001,0
13001,3,13,9818.82,0
13002,317,1,120.95,1
13003,105,3,149.05,0
13004,11,18,5655.91,0
13005,173,2,513.6999999999999,1
13006,55,1,81.57,0
13008,322,1,229.47000000000003,1
13011,371,1,50.550000000000004,1
13012,8,8,1661.8400000000001,0
13013,0,13,4810.94,0
13014,10,10,3466.2799999999997,0
13015,52,5,3346.2799999999997,0
13016,72,3,789.8899999999999,0
13017,6,1,204.0,0
13018,15,28,7277.700000000001,0
13021,3,9,2616.38,0
13023,63,2,689.9000000000001,0
13026,0,5,975.3600000000001,0
13027,113,6,6912.0,0
13028,22,2,661.3200000000002,0
13029,30,3,1247.5,0
13030,10,2,799.4800000000001,0
13032,51,2,1010.1800000000002,0
13033,356,1,190.54999999999998,1
13034,54,2,642.7700000000001,0
13035,73,2,921.88,0
13037,137,3,881.07,0
13038,79,3,908.46,0
13040,8,2,676.99,0
13043,272,1,516.4200000000001,1
13044,290,1,560.47,1
13045,98,1,305.28,0
13046,30,2,629.31,0
13047,31,10,3237.5400000000004,0
13048,13,4,1835.9099999999999,0
13049,63,2,656.6800000000002,0
13050,14,17,5836.860000000001,0
13052,211,1,348.15000000000003,1
13055,77,3,1214.41,0
13058,24,3,271.4,0
13059,249,1,183.4,1
13060,253,1,307.53000000000003,1
13061,71,1,248.61,0
13062,190,1,346.98,1
13064,12,4,1119.4900000000005,0
13065,372,1,205.85999999999999,1
13066,23,2,470.79999999999995,0
13067,81,1,115.46000000000001,0
13068,9,2,344.0,0
13069,0,24,4436.12,0
13070,191,1,228.8,1
13072,266,1,177.14999999999998,1
13075,129,1,919.6100000000001,0
13077,0,4,729.2700000000001,0
13078,2,26,12627.939999999999,0
13079,3,5,220.09999999999997,0
13080,178,1,58.08,1
13081,11,11,28337.379999999997,0
13082,125,9,3613.6299999999997,0
13083,3,2,303.75,0
13085,157,2,416.08000000000004,1
13089,2,97,58825.83,2
13090,8,14,8910.819999999998,0
13091,27,1,345.82000000000005,0
13092,70,5,477.83000000000004,0
13093,275,8,7832.470000000001,1
13094,20,12,1927.3200000000002,0
13095,70,1,74.4,0
13097,32,10,6010.419999999999,0
13098,0,28,28882.440000000002,0
13099,98,1,207.36,0
13101,233,1,101.19,1
13102,0,24,6424.089999999999,0
13103,39,1,243.94,0
13104,2,6,1098.48,0
13106,132,1,76.5,0
13107,43,4,1531.6200000000003,0
13108,372,1,350.05999999999995,1
13109,59,2,786.54,0
13110,30,7,1488.67,0
13113,0,24,12245.960000000001,0
13115,11,4,2294.7799999999997,0
13116,137,1,501.14,0
13117,21,8,984.9100000000001,0
13118,19,5,1197.81,0
13120,238,1,30.6,1
13121,268,1,283.72999999999996,1
13122,93,2,922.3900000000001,0
13124,89,3,3866.33,0
13126,4,8,2099.64,0
13127,77,1,259.16999999999996,0
13130,93,1,64.0,0
13131,22,3,1073.3000000000002,0
13132,261,1,77.3,1
13133,273,2,109.79999999999998,1
13134,85,4,1793.5800000000004,0
13135,196,1,3096.0,1
13136,55,5,2607.6099999999997,0
13137,10,8,3650.41,0
13138,21,6,962.39,0
13139,15,7,5064.9400000000005,0
13140,107,3,423.72,0
13141,84,5,2388.75,0
13142,18,1,307.0899999999999,0
13144,332,1,110.94999999999999,1
13145,39,4,618.52,0
13146,25,1,228.91,0
13147,9,4,712.8,0
13148,28,12,3707.1200000000003,0
13149,13,4,1676.0600000000002,0
13151,295,1,1257.8700000000003,1
13153,5,1,486.22,0
13155,32,4,971.7600000000002,0
13157,48,4,1741.2199999999998,0
13158,94,4,1201.06,0
13159,8,4,1437.8500000000001,0
13160,21,1,91.80000000000001,0
13161,312,1,112.75,1
13162,121,4,1688.2899999999997,0
13165,45,2,1021.48,0
13166,282,1,417.20000000000005,1
13167,18,4,791.3299999999999,0
13168,35,4,1319.19,0
13169,63,2,712.88,0
13170,26,1,116.00999999999999,0
13171,21,3,468.40999999999997,0
13173,3,2,353.65000000000003,0
13174,15,3,2817.0299999999997,0
13176,45,1,492.84,0
13177,64,1,282.45,0
13178,25,11,5725.469999999999,0
13182,44,1,121.18,0
13183,7,9,3957.7800000000007,0
13184,14,10,1701.29,0
13185,267,1,71.4,1
13186,39,3,1575.89,0
13187,336,1,236.01999999999998,1
13188,10,1,114.6,0
13189,18,2,260.67999999999995,0
13192,94,2,911.9400000000002,0
13193,60,1,117.88000000000001,0
13194,135,1,60.7,0
13196,10,4,1797.7800000000002,0
13198,9,6,3401.24,0
13199,3,38,9817.119999999999,0
13200,18,4,870.0900000000001,0
13203,9,4,869.46,0
13207,14,2,250.26000000000005,0
13208,58,6,1223.9,0
13209,29,8,5891.61,0
13210,93,1,353.48,0
13211,9,3,1197.42,0
13212,19,3,788.08,0
13213,56,5,1520.5800000000002,0
13216,267,1,333.74,1
13217,121,3,533.98,0
13218,126,1,62.64,0
13220,77,4,819.29,0
13221,239,2,847.4100000000001,1
13223,199,2,163.20000000000002,1
13224,59,2,2155.9499999999994,0
13225,2,7,6463.84,0
13226,272,1,108.21,1
13227,201,1,257.7,1
13228,80,1,358.0,0
13229,225,1,160.95,1
13230,3,14,2806.9700000000003,0
13232,12,7,1357.6000000000001,0
13233,73,2,605.1199999999999,0
13235,211,1,1031.0700000000002,1
13236,24,2,744.85,0
13238,16,4,700.7299999999999,0
13239,261,1,329.56,1
13240,95,4,663.65,0
13242,111,3,270.40000000000003,0
13243,202,1,600.0700000000002,1
13244,92,1,121.74,0
13245,50,1,430.5,0
13246,17,6,1987.3,0
13247,17,4,501.11999999999995,0
13248,124,2,465.67999999999995,0
13249,91,3,711.41,0
13253,156,2,1030.3999999999999,1
13255,8,2,399.51,0
13256,13,1,0.0,0
13258,11,3,698.5799999999999,0
13259,61,1,292.31999999999994,0
13260,60,1,557.62,0
13261,268,2,944.1,1
13262,262,1,200.29,1
13263,0,35,7454.07,0
13265,52,5,2107.6600000000003,0
13266,10,12,3834.26,0
13267,2,19,4521.49,0
13268,17,11,3214.69,0
13269,0,15,5346.23,0
13270,365,1,590.0,1
13271,36,1,217.38,0
13272,30,2,276.56000000000006,0
13273,112,1,138.98000000000002,0
13276,63,2,590.93,0
13277,15,4,258.4,0
13278,40,1,542.73,0
13279,77,1,137.75,0
13280,121,3,814.86,0
13282,17,3,1132.14,0
13283,59,2,93.66,0
13284,330,1,201.19,1
13285,22,4,2709.1200000000003,0
13291,155,1,361.11,1
13292,38,2,578.9399999999999,0
13294,189,2,873.74,1
13295,359,1,201.20000000000005,1
13296,136,1,87.4,0
13297,7,4,2089.85,0
13298,0,1,360.0,0
13299,267,1,142.5,1
13300,168,1,371.89,1
13301,103,4,618.09,0
13302,154,1,63.75,1
13304,350,1,300.41999999999996,1
13305,3,10,2000.8599999999997,0
13307,119,1,15.0,0
13308,22,3,1385.51,0
13309,6,5,1456.7900000000002,0
13310,27,3,1132.0300000000002,0
13311,3,2,598.57,0
13313,21,5,1555.32,0
13314,1,3,775.94,0
13316,36,4,5977.7300000000005,0
13317,65,6,2273.6800000000003,0
13318,0,3,640.7600000000001,0
13319,4,26,10845.55,0
13320,77,4,1548.6999999999998,0
13321,71,2,567.36,0
13322,16,1,199.48,0
13323,2,5,787.8499999999999,0
13324,35,10,7121.95,0
13325,81,1,675.3,0
13327,38,8,3627.77,0
13328,315,1,1308.48,1
13329,31,2,789.0,0
13330,92,3,1140.93,0
13332,13,1,350.9,0
13334,81,3,3536.8200000000006,0
13336,76,1,795.1200000000001,0
13338,157,1,487.02000000000004,1
13339,200,1,860.12,1
13340,44,7,10736.480000000001,0
13341,260,1,775.85,1
13343,177,1,353.43000000000006,1
13344,67,3,2543.7200000000007,0
13345,287,1,389.5,1
13347,69,1,341.36,0
13348,63,1,233.76,0
13349,10,1,247.32,0
13350,15,2,979.1199999999999,0
13351,65,1,373.94,0
13352,59,1,397.98,0
13354,70,1,743.5300000000001,0
13355,121,1,674.7,0
13356,79,1,768.2400000000001,0
13357,256,1,609.95,1
13358,268,1,439.03000000000003,1
13359,63,1,439.55999999999995,0
13362,8,4,3090.7400000000002,0
13363,17,2,992.5,0
13364,70,1,134.96,0
13365,33,2,2225.37,0
13366,49,1,56.16,0
13368,256,2,623.4,1
13369,365,1,308.28,1
13370,371,1,754.8700000000001,1
13372,89,1,378.64,0
13373,60,3,3312.2500000000005,0
13375,88,1,778.65,0
13376,98,3,1019.76,0
13379,25,3,572.5600000000001,0
13381,31,6,3639.31,0
13382,280,1,222.99,1
13384,30,7,4151.93,0
13385,329,1,534.57,1
13388,130,2,677.1,0
13389,10,3,797.9599999999999,0
13390,74,1,544.08,0
13391,203,1,59.8,1
13394,1,8,2520.0200000000004,0
13395,184,1,307.71999999999997,1
13396,28,2,1360.99,0
13397,72,5,1544.1299999999999,0
13398,191,1,457.34000000000003,1
13402,126,2,621.2300000000002,0
13403,17,1,75.0,0
13404,0,2,252.49,0
13405,73,3,572.4509999999999,0
13408,1,62,28117.04,2
13410,23,5,1003.0600000000002,0
13411,106,1,213.55,0
13414,133,3,1390.5,0
13416,43,2,712.5,0
13417,4,2,640.83,0
13418,11,18,6127.43,0
13419,63,1,221.06000000000003,0
13420,149,2,159.85,1
13421,39,2,1851.08,0
13422,63,1,2626.3,0
13425,107,3,1624.2100000000003,0
13426,0,10,3641.3199999999997,0
13427,18,3,582.6,0
13428,9,1,218.46999999999997,0
13429,10,4,1006.7999999999998,0
13430,18,2,679.4499999999999,0
13431,66,2,1269.1,0
13434,73,2,534.24,0
13435,4,7,3809.8900000000003,0
13436,1,1,196.88999999999996,0
13437,13,7,3408.0600000000004,0
13439,254,1,283.71,1
13441,91,1,296.64000000000004,0
13447,22,3,1129.1400000000003,0
13448,16,6,3539.3700000000003,0
13449,23,1,291.88000000000005,0
13450,26,6,2043.72,0
13451,25,5,2976.15,0
13452,258,2,590.0,1
13453,165,2,356.98,1
13455,24,2,1058.3400000000001,0
13456,17,6,1766.72,0
13458,6,14,9646.57,0
13460,28,2,183.44,0
13461,38,3,1445.0000000000002,0
13462,252,1,151.5,1
13464,57,1,674.6800000000001,0
13466,183,1,307.90000000000003,1
13467,10,2,1083.71,0
13468,1,37,5704.97,0
13470,98,2,165.0,0
13471,0,4,2531.58,0
13473,60,2,422.64000000000004,0
13474,235,1,229.59,1
13475,190,4,1431.7800000000002,1
13476,178,2,1238.4699999999998,1
13477,37,6,1454.5800000000002,0
13479,200,2,300.95,1
13481,45,5,1804.5600000000002,0
13482,231,1,184.64000000000001,1
13483,65,1,140.34,0
13484,240,1,313.8,1
13485,232,1,454.24000000000007,1
13486,77,3,1122.4099999999999,0
13487,57,3,575.4000000000001,0
13488,16,13,8968.31,0
13489,104,4,449.52000000000004,0
13491,51,10,1215.8199999999997,0
13492,135,3,1269.84,0
13493,274,2,618.63,1
13494,311,1,316.26000000000005,1
13495,7,5,2044.87,0
13496,10,2,653.3299999999999,0
13497,282,2,348.04999999999995,1
13499,17,5,1159.11,0
13500,22,3,1166.77,0
13501,287,1,1340.32,1
13502,16,3,291.99999999999994,0
13503,70,1,216.85000000000002,0
13504,63,1,295.93000000000006,0
13505,72,4,4393.63,0
13506,315,2,458.52,1
13507,2,4,2479.16,0
13508,243,1,110.97000000000003,1
13509,8,7,979.72,0
13510,0,4,1791.56,0
13512,260,1,251.20999999999998,1
13513,126,1,205.10000000000002,0
13514,73,1,152.20000000000002,0
13515,72,4,891.1199999999999,0
13516,20,3,1389.41,0
13517,59,3,2128.42,0
13518,85,1,659.4399999999998,0
13519,77,1,122.75,0
13520,58,6,3624.3499999999995,0
13521,0,3,1093.65,0
13522,29,1,125.80000000000001,0
13523,32,5,3964.8800000000006,0
13524,40,5,680.1800000000001,0
13525,14,2,628.78,0
13527,33,7,2287.51,0
13529,78,2,307.76000000000005,0
13531,204,2,483.80000000000007,1
13532,33,1,210.30999999999995,0
13533,182,3,270.79,1
13534,1,25,5870.08,0
13536,0,7,3448.29,0
13538,42,7,1280.8500000000001,0
13539,85,3,631.34,0
13544,39,2,291.40999999999997,0
13546,11,3,626.99,0
13548,95,2,682.4100000000001,0
13549,25,7,918.1999999999999,0
13551,318,1,91.80000000000001,1
13552,65,12,3740.0699999999997,0
13555,73,4,4149.280000000001,0
13557,27,2,584.06,0
13558,5,4,605.06,0
13560,6,1,174.36999999999998,0
13561,215,1,141.86,1
13562,81,3,1799.33,0
13563,83,2,777.53,0
13564,143,3,1749.0200000000004,0
13565,18,2,240.22,0
13566,40,2,874.71,0
13568,172,1,192.85,1
13569,16,2,373.74999999999994,0
13570,242,1,239.49000000000004,1
13571,12,12,2092.3199999999997,0
13572,205,1,1384.25,1
13573,49,2,294.4,0
13575,22,5,732.07,0
13576,9,18,6717.34,0
13577,24,4,1687.6000000000001,0
